ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
158915,Chhattisgarh,Raipur,Locality_322,Apartment,2,2439,17.34,0.01,2001,Semi-furnished,21,15,24,1,1,Medium,Yes,No,"Pool, Gym, Garden, Playground, Clubhouse",West,Broker,Ready_to_Move
78088,Maharashtra,Nagpur,Locality_170,Independent House,3,2464,252.48,0.1,2011,Unfurnished,2,24,14,4,9,Low,No,Yes,"Garden, Clubhouse, Playground, Gym",South,Broker,Ready_to_Move
117663,Delhi,Dwarka,Locality_165,Apartment,4,4971,326.14,0.07,2013,Unfurnished,25,3,12,10,1,High,Yes,Yes,"Pool, Playground",North,Builder,Under_Construction
239551,Bihar,Gaya,Locality_361,Independent House,1,4332,275.91,0.06,2007,Semi-furnished,26,9,18,5,1,High,Yes,Yes,"Garden, Clubhouse",East,Builder,Ready_to_Move
137061,Assam,Silchar,Locality_487,Independent House,4,2984,370.89,0.12,2005,Furnished,13,26,20,10,1,Medium,Yes,No,"Playground, Clubhouse",North,Builder,Ready_to_Move
146887,Jharkhand,Ranchi,Locality_312,Independent House,3,4188,349.05,0.08,2011,Unfurnished,28,15,14,8,9,Medium,No,No,"Gym, Pool, Clubhouse, Garden",West,Broker,Ready_to_Move
83764,Bihar,Gaya,Locality_244,Villa,3,4386,289.68,0.07,1998,Unfurnished,3,10,27,4,3,High,No,No,"Playground, Pool, Gym, Garden",North,Broker,Under_Construction
40624,Karnataka,Mangalore,Locality_350,Independent House,5,2532,181.69,0.07,1995,Unfurnished,24,5,30,10,5,Medium,No,No,"Clubhouse, Pool, Playground, Gym",North,Owner,Ready_to_Move
26063,Punjab,Ludhiana,Locality_105,Apartment,4,1160,445.35,0.38,1996,Unfurnished,9,22,29,7,4,Low,Yes,Yes,Pool,North,Builder,Under_Construction
14221,Andhra Pradesh,Vishakhapatnam,Locality_405,Villa,4,4807,147.11,0.03,2018,Semi-furnished,14,9,7,9,4,Low,No,Yes,"Gym, Garden, Playground, Clubhouse",East,Broker,Ready_to_Move
187709,Karnataka,Bangalore,Locality_413,Villa,2,4372,313.29,0.07,1995,Unfurnished,15,4,30,5,3,Medium,Yes,No,"Gym, Playground, Garden, Pool, Clubhouse",East,Broker,Under_Construction
45737,Uttarakhand,Dehradun,Locality_397,Apartment,3,4733,248.0,0.05,1998,Unfurnished,26,13,27,4,2,High,Yes,Yes,"Gym, Garden, Playground",South,Owner,Under_Construction
102143,Delhi,New Delhi,Locality_266,Villa,4,3000,446.94,0.15,2016,Unfurnished,5,26,9,2,9,Low,Yes,No,Clubhouse,South,Builder,Ready_to_Move
55249,Jharkhand,Ranchi,Locality_103,Villa,5,829,288.85,0.35,2011,Unfurnished,11,6,14,8,5,High,No,Yes,"Pool, Gym",East,Broker,Under_Construction
217297,Delhi,New Delhi,Locality_217,Independent House,4,4126,221.57,0.05,2009,Furnished,25,4,16,9,7,High,No,No,"Garden, Clubhouse, Gym, Pool, Playground",North,Owner,Ready_to_Move
229635,Uttar Pradesh,Lucknow,Locality_446,Villa,3,2492,60.45,0.02,2016,Semi-furnished,0,29,9,1,5,Medium,Yes,No,Gym,West,Builder,Under_Construction
95221,Jharkhand,Ranchi,Locality_369,Villa,1,1301,87.59,0.07,2013,Semi-furnished,28,15,12,4,7,Low,No,No,"Garden, Playground, Gym, Clubhouse, Pool",East,Owner,Under_Construction
226192,Rajasthan,Jodhpur,Locality_283,Apartment,2,3741,338.7,0.09,2020,Unfurnished,15,9,5,2,1,Low,No,No,"Clubhouse, Playground",East,Builder,Ready_to_Move
171088,Bihar,Patna,Locality_369,Independent House,3,3455,417.82,0.12,2001,Semi-furnished,10,15,24,1,1,High,Yes,No,"Clubhouse, Garden, Gym, Playground",West,Builder,Under_Construction
158387,Gujarat,Surat,Locality_430,Independent House,2,3383,155.69,0.05,1993,Furnished,12,15,32,5,3,High,No,Yes,Gym,North,Builder,Ready_to_Move
127440,Madhya Pradesh,Bhopal,Locality_428,Villa,1,3938,381.12,0.1,1999,Furnished,24,6,26,10,4,Medium,No,No,Playground,South,Owner,Ready_to_Move
52693,Rajasthan,Jodhpur,Locality_445,Apartment,3,1262,24.79,0.02,2021,Furnished,28,14,4,1,5,High,Yes,Yes,"Playground, Gym, Pool",South,Owner,Ready_to_Move
6929,West Bengal,Durgapur,Locality_32,Apartment,3,1667,13.58,0.01,2009,Unfurnished,8,9,16,10,7,High,Yes,No,"Garden, Pool, Clubhouse, Gym, Playground",South,Owner,Ready_to_Move
122517,Uttar Pradesh,Noida,Locality_410,Villa,5,2096,110.74,0.05,1999,Unfurnished,24,6,26,8,8,Low,Yes,Yes,"Pool, Playground, Clubhouse",West,Builder,Ready_to_Move
172281,Tamil Nadu,Chennai,Locality_390,Apartment,4,3279,172.76,0.05,1992,Unfurnished,8,13,33,9,6,High,Yes,Yes,"Gym, Playground, Pool, Garden, Clubhouse",North,Broker,Ready_to_Move
199623,Karnataka,Mysore,Locality_257,Villa,4,2671,397.29,0.15,2012,Furnished,20,29,13,1,1,High,Yes,Yes,"Playground, Garden, Clubhouse, Pool",North,Broker,Under_Construction
103848,Chhattisgarh,Raipur,Locality_355,Apartment,2,1951,149.58,0.08,2011,Furnished,24,9,14,8,4,Medium,Yes,No,"Pool, Garden",West,Broker,Under_Construction
140440,Madhya Pradesh,Indore,Locality_358,Independent House,1,2006,129.12,0.06,2016,Unfurnished,13,7,9,9,5,Medium,No,Yes,"Garden, Pool, Gym, Playground",South,Broker,Ready_to_Move
222741,Punjab,Amritsar,Locality_325,Independent House,3,2013,42.78,0.02,1990,Furnished,0,3,35,4,4,Medium,No,Yes,"Clubhouse, Garden",West,Owner,Ready_to_Move
187268,West Bengal,Durgapur,Locality_269,Villa,4,3713,278.4,0.07,2004,Unfurnished,27,30,21,3,1,High,Yes,No,"Clubhouse, Gym",South,Owner,Under_Construction
23988,Bihar,Patna,Locality_244,Villa,4,3959,72.33,0.02,2018,Unfurnished,23,23,7,4,3,Medium,Yes,No,"Garden, Gym, Playground",South,Builder,Under_Construction
20751,Chhattisgarh,Bilaspur,Locality_422,Apartment,1,923,142.54,0.15,1999,Furnished,17,16,26,9,8,High,No,Yes,"Garden, Pool, Playground",West,Builder,Under_Construction
198989,Madhya Pradesh,Indore,Locality_121,Independent House,3,1409,444.85,0.32,2006,Semi-furnished,8,7,19,7,1,High,Yes,Yes,"Pool, Clubhouse",East,Builder,Under_Construction
36290,Uttar Pradesh,Noida,Locality_272,Independent House,5,4891,206.32,0.04,2004,Unfurnished,8,26,21,4,9,Low,No,Yes,"Pool, Clubhouse",South,Builder,Under_Construction
141708,Gujarat,Ahmedabad,Locality_34,Independent House,3,4954,18.64,0.0,1998,Furnished,1,18,27,3,6,Medium,Yes,Yes,"Playground, Clubhouse",West,Builder,Under_Construction
114907,Bihar,Patna,Locality_138,Independent House,5,2715,232.13,0.09,2014,Unfurnished,8,30,11,9,1,Low,Yes,Yes,"Garden, Playground, Gym, Clubhouse",South,Owner,Under_Construction
205335,West Bengal,Kolkata,Locality_179,Apartment,2,4235,260.95,0.06,2008,Unfurnished,9,7,17,2,9,Low,Yes,No,"Clubhouse, Playground, Garden, Pool",North,Owner,Under_Construction
108168,Delhi,New Delhi,Locality_157,Villa,5,633,207.59,0.33,2016,Unfurnished,24,30,9,3,7,Medium,No,No,"Clubhouse, Garden, Pool, Gym, Playground",North,Broker,Ready_to_Move
28602,Rajasthan,Jodhpur,Locality_236,Apartment,1,4436,386.16,0.09,1990,Unfurnished,3,11,35,2,9,High,Yes,Yes,"Garden, Playground, Gym, Clubhouse, Pool",South,Owner,Ready_to_Move
15840,Assam,Guwahati,Locality_358,Apartment,5,1436,23.49,0.02,2018,Unfurnished,0,25,7,10,9,Low,Yes,Yes,Pool,East,Owner,Under_Construction
202754,West Bengal,Kolkata,Locality_163,Independent House,3,4684,202.66,0.04,2005,Unfurnished,27,28,20,6,10,High,No,No,Garden,North,Owner,Under_Construction
9503,Odisha,Bhubaneswar,Locality_461,Villa,4,2798,186.7,0.07,2020,Semi-furnished,2,3,5,4,5,Low,No,No,Gym,North,Builder,Under_Construction
143578,Odisha,Cuttack,Locality_444,Villa,4,3303,437.2,0.13,2022,Furnished,12,29,3,2,6,Medium,Yes,Yes,"Pool, Garden, Gym, Clubhouse, Playground",South,Broker,Under_Construction
28305,West Bengal,Kolkata,Locality_468,Independent House,1,1224,295.72,0.24,2020,Semi-furnished,28,11,5,2,8,Medium,No,No,Garden,West,Builder,Ready_to_Move
55790,Kerala,Kochi,Locality_438,Independent House,5,2038,352.66,0.17,2019,Furnished,12,8,6,4,9,High,No,Yes,"Playground, Clubhouse, Gym, Garden",East,Broker,Ready_to_Move
189643,Kerala,Kochi,Locality_19,Villa,1,2276,80.44,0.04,2013,Semi-furnished,2,19,12,5,6,Medium,No,Yes,"Pool, Playground, Gym",West,Owner,Under_Construction
73950,Haryana,Faridabad,Locality_322,Villa,5,639,255.96,0.4,2011,Furnished,22,13,14,2,4,High,No,Yes,Pool,North,Broker,Ready_to_Move
249317,Uttar Pradesh,Lucknow,Locality_431,Independent House,2,851,17.35,0.02,1991,Semi-furnished,3,6,34,9,2,Low,Yes,No,Pool,East,Owner,Ready_to_Move
127903,West Bengal,Kolkata,Locality_163,Independent House,1,1774,75.33,0.04,1992,Semi-furnished,5,12,33,7,3,High,Yes,Yes,Playground,South,Owner,Under_Construction
53428,Gujarat,Surat,Locality_299,Independent House,1,3008,276.32,0.09,2006,Unfurnished,2,23,19,9,7,Low,No,No,"Playground, Pool",West,Broker,Ready_to_Move
58975,Tamil Nadu,Coimbatore,Locality_162,Apartment,5,4864,353.17,0.07,1994,Unfurnished,19,9,31,1,9,Medium,Yes,Yes,"Clubhouse, Playground, Gym, Pool",East,Owner,Under_Construction
158587,Kerala,Trivandrum,Locality_137,Apartment,3,3254,351.5,0.11,2001,Semi-furnished,11,12,24,5,4,High,Yes,No,"Pool, Gym, Playground, Garden",South,Builder,Under_Construction
32326,Delhi,Dwarka,Locality_118,Independent House,3,1455,274.11,0.19,2006,Unfurnished,1,24,19,1,2,High,Yes,No,"Playground, Pool, Garden",West,Broker,Ready_to_Move
130294,Madhya Pradesh,Bhopal,Locality_332,Villa,5,1282,216.14,0.17,1999,Unfurnished,26,21,26,2,3,High,Yes,No,"Gym, Pool, Garden, Playground",North,Broker,Under_Construction
228447,Punjab,Ludhiana,Locality_363,Apartment,5,4881,261.18,0.05,2014,Unfurnished,20,16,11,7,5,High,No,Yes,"Clubhouse, Pool, Playground",East,Builder,Under_Construction
216736,Madhya Pradesh,Bhopal,Locality_415,Independent House,2,857,251.53,0.29,2015,Furnished,26,15,10,7,2,High,No,Yes,"Playground, Pool, Gym",North,Broker,Under_Construction
240853,Haryana,Gurgaon,Locality_110,Apartment,1,4918,370.57,0.08,1995,Semi-furnished,3,22,30,9,8,Low,Yes,No,"Gym, Pool, Clubhouse, Playground, Garden",South,Builder,Ready_to_Move
190789,Maharashtra,Mumbai,Locality_275,Apartment,5,2499,140.69,0.06,2015,Furnished,0,10,10,1,1,Medium,Yes,Yes,"Pool, Garden, Playground, Clubhouse, Gym",East,Broker,Under_Construction
109311,Madhya Pradesh,Bhopal,Locality_355,Apartment,2,2036,85.8,0.04,2001,Semi-furnished,19,27,24,3,9,Low,No,Yes,"Playground, Pool, Gym, Garden, Clubhouse",North,Builder,Under_Construction
168484,Karnataka,Bangalore,Locality_169,Apartment,5,2407,211.1,0.09,2014,Semi-furnished,11,23,11,7,10,High,No,Yes,"Gym, Garden, Playground, Pool, Clubhouse",West,Broker,Ready_to_Move
226130,Telangana,Warangal,Locality_11,Apartment,2,2439,44.97,0.02,2004,Unfurnished,10,9,21,6,1,High,No,No,Gym,West,Broker,Under_Construction
15312,Jharkhand,Jamshedpur,Locality_264,Apartment,2,4187,133.01,0.03,1999,Unfurnished,0,19,26,8,4,Medium,Yes,No,"Playground, Gym, Garden, Clubhouse",East,Builder,Ready_to_Move
242674,Telangana,Hyderabad,Locality_117,Villa,4,4556,419.36,0.09,2012,Unfurnished,27,2,13,6,6,Medium,Yes,Yes,"Garden, Playground",South,Builder,Under_Construction
87183,Chhattisgarh,Bilaspur,Locality_423,Villa,2,2353,492.2,0.21,2019,Semi-furnished,19,24,6,2,9,Low,Yes,No,Clubhouse,West,Builder,Under_Construction
207214,Jharkhand,Ranchi,Locality_3,Apartment,2,2269,158.98,0.07,2021,Semi-furnished,30,28,4,7,5,Low,No,Yes,"Pool, Playground, Garden",North,Owner,Under_Construction
238696,Gujarat,Ahmedabad,Locality_267,Villa,1,1454,289.95,0.2,2015,Semi-furnished,19,15,10,2,6,Low,No,No,"Playground, Pool",South,Owner,Ready_to_Move
63942,Uttar Pradesh,Noida,Locality_368,Villa,1,813,247.87,0.3,2021,Semi-furnished,23,21,4,9,8,Medium,Yes,Yes,"Gym, Garden",North,Builder,Under_Construction
165872,Delhi,New Delhi,Locality_34,Villa,1,2016,286.59,0.14,2004,Semi-furnished,21,3,21,7,2,Low,No,Yes,Playground,South,Builder,Under_Construction
44983,Haryana,Faridabad,Locality_456,Independent House,5,3634,313.7,0.09,2019,Furnished,15,4,6,6,3,Low,Yes,No,"Playground, Garden, Pool",West,Builder,Ready_to_Move
206736,Chhattisgarh,Raipur,Locality_404,Apartment,3,3875,355.47,0.09,2011,Furnished,4,5,14,2,1,High,Yes,Yes,Garden,North,Owner,Ready_to_Move
234163,Uttar Pradesh,Lucknow,Locality_232,Villa,4,4007,98.88,0.02,2018,Semi-furnished,5,29,7,5,7,High,Yes,Yes,"Pool, Playground, Garden",East,Owner,Under_Construction
2135,Gujarat,Ahmedabad,Locality_46,Villa,5,4335,381.15,0.09,2001,Semi-furnished,2,27,24,1,10,Low,Yes,No,"Gym, Pool, Clubhouse",West,Broker,Ready_to_Move
21284,Punjab,Amritsar,Locality_311,Independent House,5,661,57.71,0.09,2018,Unfurnished,23,14,7,9,6,High,Yes,No,"Clubhouse, Playground, Pool",South,Builder,Under_Construction
159481,Rajasthan,Jodhpur,Locality_33,Independent House,4,4798,49.78,0.01,2000,Semi-furnished,13,15,25,1,7,Low,Yes,No,"Gym, Garden, Playground",South,Owner,Under_Construction
170465,Haryana,Faridabad,Locality_148,Apartment,3,3381,203.64,0.06,1997,Unfurnished,19,3,28,3,8,Medium,Yes,No,"Pool, Garden",West,Broker,Under_Construction
16184,Odisha,Cuttack,Locality_282,Apartment,1,2156,147.63,0.07,2018,Semi-furnished,20,26,7,4,4,High,No,Yes,"Gym, Garden, Pool",West,Builder,Ready_to_Move
223935,West Bengal,Kolkata,Locality_66,Independent House,3,1313,63.37,0.05,2010,Semi-furnished,17,22,15,4,3,Low,No,Yes,"Clubhouse, Garden, Pool, Playground, Gym",East,Owner,Ready_to_Move
170210,Rajasthan,Jodhpur,Locality_122,Independent House,5,3975,238.58,0.06,1999,Semi-furnished,16,26,26,5,2,Medium,No,No,"Pool, Clubhouse, Garden, Gym, Playground",North,Owner,Ready_to_Move
83342,Maharashtra,Mumbai,Locality_323,Villa,4,4314,449.35,0.1,2006,Semi-furnished,9,23,19,5,7,Low,No,No,"Garden, Clubhouse, Pool, Gym",East,Owner,Under_Construction
98906,Chhattisgarh,Bilaspur,Locality_104,Independent House,1,4802,385.23,0.08,1990,Semi-furnished,5,9,35,4,10,High,No,Yes,Gym,East,Builder,Ready_to_Move
78042,Andhra Pradesh,Vishakhapatnam,Locality_401,Apartment,2,2256,255.06,0.11,2006,Semi-furnished,14,6,19,3,9,Medium,Yes,No,Playground,West,Builder,Under_Construction
167187,Haryana,Faridabad,Locality_79,Independent House,1,4912,481.65,0.1,1993,Unfurnished,29,24,32,9,9,Low,No,No,"Pool, Garden, Playground, Gym, Clubhouse",South,Broker,Under_Construction
96773,Assam,Guwahati,Locality_337,Villa,3,1834,81.88,0.04,1990,Furnished,25,20,35,4,6,High,Yes,No,Playground,East,Builder,Under_Construction
44300,Tamil Nadu,Coimbatore,Locality_15,Independent House,1,1300,294.6,0.23,2014,Unfurnished,18,27,11,5,9,Low,Yes,No,Garden,West,Builder,Under_Construction
216568,Jharkhand,Jamshedpur,Locality_139,Independent House,3,941,314.32,0.33,2002,Semi-furnished,1,16,23,6,10,High,Yes,No,Gym,North,Broker,Under_Construction
56057,Tamil Nadu,Coimbatore,Locality_354,Independent House,3,1706,30.79,0.02,1990,Semi-furnished,3,24,35,10,3,Medium,Yes,Yes,"Playground, Gym, Garden, Clubhouse, Pool",West,Broker,Ready_to_Move
168731,Haryana,Faridabad,Locality_143,Villa,4,3191,79.94,0.03,2000,Unfurnished,4,24,25,9,4,Medium,Yes,No,"Gym, Playground, Clubhouse",West,Owner,Ready_to_Move
155542,Andhra Pradesh,Vijayawada,Locality_338,Apartment,4,1781,57.75,0.03,2018,Furnished,24,30,7,1,2,Low,Yes,Yes,"Playground, Clubhouse",North,Broker,Ready_to_Move
89899,Punjab,Ludhiana,Locality_352,Apartment,4,2724,368.57,0.14,1996,Furnished,11,7,29,5,5,Medium,No,No,"Garden, Gym",South,Broker,Ready_to_Move
76149,Maharashtra,Pune,Locality_39,Villa,5,2028,455.78,0.22,2000,Furnished,6,10,25,6,3,Medium,No,Yes,"Clubhouse, Garden, Gym, Playground",South,Builder,Under_Construction
13123,Chhattisgarh,Bilaspur,Locality_157,Independent House,1,3806,366.78,0.1,2008,Semi-furnished,9,6,17,8,10,Low,No,Yes,"Playground, Garden, Clubhouse",North,Broker,Under_Construction
70945,Maharashtra,Pune,Locality_409,Villa,3,1952,248.34,0.13,1996,Semi-furnished,19,29,29,6,9,Low,Yes,Yes,"Clubhouse, Garden, Gym, Pool",North,Owner,Under_Construction
152529,Uttarakhand,Dehradun,Locality_10,Apartment,4,3940,398.9,0.1,2017,Semi-furnished,30,5,8,7,8,Medium,Yes,Yes,"Clubhouse, Gym, Pool, Garden",West,Builder,Under_Construction
119458,Gujarat,Ahmedabad,Locality_136,Independent House,3,4291,236.94,0.06,2001,Semi-furnished,1,16,24,9,2,High,Yes,No,Clubhouse,East,Owner,Ready_to_Move
224041,Rajasthan,Jodhpur,Locality_370,Independent House,2,1685,299.04,0.18,2018,Semi-furnished,20,30,7,1,6,Low,Yes,Yes,"Garden, Gym, Clubhouse",North,Broker,Ready_to_Move
120413,Karnataka,Mysore,Locality_350,Villa,4,1559,327.53,0.21,2012,Unfurnished,22,21,13,3,8,Medium,No,No,"Clubhouse, Garden, Pool",East,Owner,Under_Construction
47075,Bihar,Gaya,Locality_81,Villa,5,2243,86.1,0.04,2018,Furnished,13,18,7,9,3,High,No,Yes,"Pool, Clubhouse, Garden, Gym, Playground",East,Builder,Under_Construction
129906,Odisha,Cuttack,Locality_282,Independent House,1,1566,431.25,0.28,2008,Semi-furnished,9,21,17,6,3,Medium,Yes,No,"Pool, Playground, Clubhouse, Garden, Gym",West,Broker,Under_Construction
1426,Bihar,Patna,Locality_87,Independent House,5,3720,13.29,0.0,2004,Semi-furnished,20,28,21,8,10,Medium,Yes,No,"Playground, Clubhouse",East,Owner,Under_Construction
3615,Gujarat,Surat,Locality_445,Apartment,2,2575,165.24,0.06,2019,Furnished,15,14,6,3,8,High,No,No,Garden,North,Builder,Under_Construction
66363,Uttarakhand,Dehradun,Locality_406,Apartment,3,2119,193.27,0.09,2015,Furnished,30,6,10,5,4,High,Yes,No,"Gym, Clubhouse, Playground, Pool, Garden",South,Broker,Under_Construction
12320,Assam,Guwahati,Locality_15,Apartment,1,4903,431.82,0.09,2000,Unfurnished,10,17,25,3,3,Medium,Yes,Yes,Pool,North,Owner,Under_Construction
101618,Jharkhand,Ranchi,Locality_128,Villa,1,2461,290.36,0.12,1998,Furnished,2,4,27,1,2,Low,Yes,No,Pool,North,Owner,Under_Construction
56996,Karnataka,Mysore,Locality_162,Independent House,1,3642,435.42,0.12,2010,Furnished,20,16,15,8,1,Medium,Yes,No,"Clubhouse, Playground",North,Owner,Under_Construction
113772,Maharashtra,Nagpur,Locality_398,Independent House,4,1763,61.11,0.03,1997,Furnished,24,9,28,7,9,Medium,No,Yes,"Garden, Playground, Gym, Clubhouse, Pool",North,Owner,Under_Construction
94564,Kerala,Trivandrum,Locality_200,Villa,5,1192,498.65,0.42,1997,Semi-furnished,18,12,28,6,8,Medium,Yes,Yes,Clubhouse,East,Builder,Ready_to_Move
38332,Madhya Pradesh,Bhopal,Locality_379,Apartment,5,2328,202.51,0.09,2004,Furnished,28,24,21,2,5,High,Yes,No,"Garden, Gym, Clubhouse",East,Builder,Under_Construction
72836,Chhattisgarh,Raipur,Locality_465,Villa,3,4180,162.74,0.04,2005,Semi-furnished,20,10,20,6,10,High,Yes,Yes,Clubhouse,East,Broker,Ready_to_Move
218503,Rajasthan,Jaipur,Locality_300,Villa,1,581,84.22,0.14,2021,Unfurnished,20,29,4,3,8,Medium,No,No,"Gym, Garden, Pool, Clubhouse, Playground",West,Owner,Under_Construction
101070,Telangana,Warangal,Locality_108,Villa,5,3739,302.97,0.08,2012,Unfurnished,17,28,13,9,1,Medium,No,Yes,Clubhouse,North,Owner,Ready_to_Move
36530,Bihar,Patna,Locality_295,Villa,2,2582,51.72,0.02,2009,Unfurnished,21,8,16,6,1,High,Yes,Yes,"Playground, Gym, Clubhouse",South,Broker,Under_Construction
226397,Bihar,Patna,Locality_446,Independent House,4,4128,265.15,0.06,2002,Unfurnished,15,5,23,9,4,High,Yes,Yes,"Pool, Playground, Gym, Garden",West,Owner,Under_Construction
184399,Gujarat,Ahmedabad,Locality_69,Villa,1,3228,293.65,0.09,2000,Semi-furnished,11,21,25,8,10,High,No,Yes,"Pool, Garden",North,Builder,Under_Construction
26731,Andhra Pradesh,Vijayawada,Locality_136,Apartment,2,991,179.3,0.18,2010,Semi-furnished,12,5,15,6,10,Low,No,Yes,"Gym, Garden, Playground",South,Owner,Under_Construction
154357,Delhi,Dwarka,Locality_193,Apartment,3,4529,479.35,0.11,2010,Unfurnished,19,19,15,1,6,Low,Yes,No,"Gym, Playground, Pool, Garden, Clubhouse",East,Broker,Ready_to_Move
155711,Chhattisgarh,Raipur,Locality_41,Villa,2,4703,316.42,0.07,2021,Semi-furnished,5,8,4,2,10,Medium,Yes,No,Pool,West,Broker,Under_Construction
237428,Haryana,Faridabad,Locality_500,Villa,5,2410,349.46,0.15,2018,Furnished,4,17,7,8,1,Low,Yes,No,"Gym, Playground",South,Owner,Under_Construction
205153,Rajasthan,Jaipur,Locality_166,Independent House,5,4579,139.27,0.03,2010,Unfurnished,23,18,15,1,9,Medium,Yes,Yes,Clubhouse,East,Builder,Ready_to_Move
182337,Telangana,Hyderabad,Locality_22,Apartment,3,2734,437.07,0.16,2014,Furnished,27,1,11,9,9,Medium,No,No,"Gym, Clubhouse, Playground, Pool, Garden",South,Owner,Under_Construction
20668,Delhi,Dwarka,Locality_106,Independent House,3,960,275.88,0.29,1998,Semi-furnished,8,19,27,2,3,Low,No,No,"Playground, Gym, Clubhouse",East,Owner,Under_Construction
85489,Gujarat,Surat,Locality_142,Independent House,5,3975,484.66,0.12,1992,Furnished,0,14,33,2,7,Low,Yes,Yes,"Gym, Pool, Playground, Clubhouse",North,Builder,Ready_to_Move
72744,Jharkhand,Ranchi,Locality_29,Villa,1,2374,432.42,0.18,1994,Furnished,14,27,31,8,7,Medium,Yes,No,"Garden, Gym",South,Owner,Ready_to_Move
244287,Tamil Nadu,Coimbatore,Locality_414,Apartment,2,1480,138.81,0.09,2012,Unfurnished,9,9,13,6,4,Medium,No,No,"Playground, Pool, Gym, Clubhouse, Garden",South,Owner,Ready_to_Move
18673,Delhi,Dwarka,Locality_218,Independent House,3,3641,421.88,0.12,1994,Semi-furnished,2,3,31,2,5,Low,No,Yes,"Playground, Pool",West,Owner,Under_Construction
164491,Uttar Pradesh,Noida,Locality_281,Independent House,1,2049,394.92,0.19,2022,Unfurnished,20,4,3,9,10,Low,No,No,"Gym, Playground, Clubhouse, Garden, Pool",East,Broker,Under_Construction
193411,Kerala,Trivandrum,Locality_415,Villa,4,4601,149.64,0.03,2021,Semi-furnished,17,30,4,3,4,High,Yes,Yes,"Playground, Pool, Garden",West,Owner,Under_Construction
215465,Haryana,Gurgaon,Locality_29,Independent House,1,3460,374.46,0.11,2018,Unfurnished,4,25,7,5,7,Low,No,Yes,"Playground, Pool, Gym, Clubhouse, Garden",South,Owner,Ready_to_Move
123488,West Bengal,Durgapur,Locality_98,Apartment,4,538,412.38,0.77,2012,Furnished,11,16,13,7,10,High,Yes,Yes,"Clubhouse, Gym, Garden, Playground, Pool",East,Builder,Under_Construction
131113,Punjab,Amritsar,Locality_185,Independent House,3,3090,223.99,0.07,2001,Semi-furnished,15,29,24,2,5,High,Yes,Yes,Playground,South,Owner,Under_Construction
48594,Kerala,Kochi,Locality_65,Independent House,2,802,476.14,0.59,2016,Unfurnished,22,1,9,3,7,Medium,Yes,No,"Playground, Gym, Garden",South,Broker,Ready_to_Move
20512,Bihar,Gaya,Locality_487,Villa,1,1866,332.31,0.18,2004,Semi-furnished,1,19,21,10,6,High,Yes,No,"Playground, Garden, Gym, Pool, Clubhouse",East,Broker,Under_Construction
172425,Tamil Nadu,Chennai,Locality_48,Apartment,3,3659,448.0,0.12,2005,Furnished,1,24,20,8,2,High,Yes,Yes,"Gym, Clubhouse, Playground",North,Broker,Under_Construction
233620,Bihar,Patna,Locality_374,Apartment,2,4398,307.1,0.07,2005,Unfurnished,13,29,20,3,7,Medium,Yes,Yes,"Clubhouse, Gym, Playground",North,Broker,Under_Construction
86525,Kerala,Trivandrum,Locality_81,Apartment,5,2815,321.88,0.11,2015,Unfurnished,6,27,10,7,3,High,Yes,Yes,"Gym, Playground, Pool, Garden, Clubhouse",West,Owner,Ready_to_Move
113136,Telangana,Warangal,Locality_401,Independent House,3,3810,427.62,0.11,2005,Furnished,12,17,20,9,8,Low,Yes,No,"Gym, Playground, Pool, Garden",East,Builder,Ready_to_Move
244040,Chhattisgarh,Raipur,Locality_182,Villa,5,1888,363.75,0.19,2002,Semi-furnished,28,20,23,10,2,Low,Yes,Yes,"Pool, Playground",North,Broker,Ready_to_Move
17442,Jharkhand,Ranchi,Locality_132,Independent House,2,4980,129.29,0.03,2006,Semi-furnished,5,14,19,4,2,Low,No,No,"Playground, Clubhouse, Gym, Pool, Garden",East,Broker,Under_Construction
140243,Gujarat,Surat,Locality_59,Villa,4,3968,155.73,0.04,2008,Unfurnished,22,5,17,10,10,Medium,No,Yes,"Gym, Clubhouse, Playground, Garden, Pool",North,Owner,Under_Construction
29558,Assam,Guwahati,Locality_278,Villa,2,735,328.06,0.45,2021,Semi-furnished,22,2,4,10,8,Medium,No,No,"Garden, Playground, Clubhouse",West,Broker,Ready_to_Move
220578,Gujarat,Ahmedabad,Locality_472,Villa,1,2946,68.69,0.02,2011,Semi-furnished,5,18,14,3,2,Medium,Yes,Yes,Pool,West,Owner,Ready_to_Move
216289,Uttar Pradesh,Lucknow,Locality_390,Independent House,5,3074,368.14,0.12,2023,Semi-furnished,9,7,2,5,6,Medium,No,Yes,Clubhouse,South,Owner,Under_Construction
23179,Karnataka,Mysore,Locality_193,Apartment,1,1166,17.22,0.01,2011,Semi-furnished,4,5,14,6,10,High,Yes,No,"Clubhouse, Playground",East,Builder,Ready_to_Move
227856,Uttar Pradesh,Lucknow,Locality_56,Independent House,2,2166,479.04,0.22,2015,Semi-furnished,22,22,10,9,3,High,No,Yes,"Pool, Playground, Garden, Gym, Clubhouse",East,Owner,Ready_to_Move
